Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        6   Journey::Visitors::Formatter#visit_SYMBOL 
   NaN      0.000     0.000     0.000     0.000        6   Journey::Nodes::Symbol#type 
   NaN      0.000     0.000     0.000     0.000       10   Journey::Visitors::Visitor#visit_LITERAL 
   NaN      0.000     0.000     0.000     0.000       10   Journey::Nodes::Literal#type 
   NaN      0.000     0.000     0.000     0.000       26   Journey::Visitors::Formatter#terminal 
   NaN      0.000     0.000     0.000     0.000       16   Journey::Visitors::Visitor#visit_SLASH 
   NaN      0.000     0.000     0.000     0.000       16   Journey::Nodes::Slash#type 
   NaN      0.000     0.000     0.000     0.000       32  *Journey::Visitors::Formatter#binary 
   NaN      0.000     0.000     0.000     0.000       32  *Journey::Visitors::Visitor#visit_CAT 
   NaN      0.000     0.000     0.000     0.000       32   Journey::Nodes::Cat#type 
   NaN      0.000     0.000     0.000     0.000       71  *Journey::Visitors::Visitor#visit 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Visitors::Visitor#accept 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Visitors::Formatter#initialize 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Route#format 
   NaN      0.000     0.000     0.000     0.000        6   ActiveRecord::Base#== 
   NaN      0.000     0.000     0.000     0.000       12   ActiveRecord::Base#hash 
   NaN      0.000     0.000     0.000     0.000       21   Hash#to_a 
   NaN      0.000     0.000     0.000     0.000        6   Hash#fetch 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Formatter#verify_required_parts! 
   NaN      0.000     0.000     0.000     0.000        7   Hash#keep_if 
   NaN      0.000     0.000     0.000     0.000       24   <Class::ActiveRecord::ConnectionAdapters::Column>#value_to_integer 
   NaN      0.000     0.000     0.000     0.000        6   ActiveRecord::Integration#to_param 
   NaN      0.000     0.000     0.000     0.000        7   Array#| 
   NaN      0.000     0.000     0.000     0.000       21   Journey::Route#required_parts 
   NaN      0.000     0.000     0.000     0.000        7   Array#drop_while 
   NaN      0.000     0.000     0.000     0.000       14   Journey::Formatter#named_routes 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Formatter#match_route 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Formatter#generate 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#generate 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#handle_nil_action! 
   NaN      0.000     0.000     0.000     0.000       14   ActionDispatch::Routing::RouteSet::Generator#controller 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#normalize_controller! 
