Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000       73   String#=== 
   NaN      0.000     0.000     0.000     0.000       23   ActiveSupport::Notifications::Fanout::Subscriber#subscribed_to? 
   NaN      0.000     0.000     0.000     0.000        1   Array#select 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#listeners_for 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#publish 
   NaN      0.000     0.000     0.000     0.000        2   PG::Connection#async_exec 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Instrumenter#instrument 
   NaN      0.000     0.000     0.000     0.000        2   Kernel#object_id 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::AbstractAdapter#log 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#execute 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#begin_db_transaction 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#transaction_joinable= 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#increment_open_transactions 
   NaN      0.000     0.000     0.000     0.000       51   Hash#[]= 
   NaN      0.000     0.000     0.000     0.000        1   PG::Connection#query 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#active? 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#verify! 
   NaN      0.000     0.000     0.000     0.000       12   Kernel#block_given? 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#_run__1371162033119361340__checkout__109291186151795893__callbacks 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkout_callbacks 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_and_verify 
   NaN      0.000     0.000     0.000     0.000        5   Mutex#unlock 
